# mjd counts counts_error
5.895412030029296875e+04 1.552581817889816875e+02 2.965684709333206825e+01
5.895414111328125000e+04 1.547400834100938880e+02 2.851502010140405829e+01
5.895416192626953125e+04 1.566810445991559106e+02 2.922561968257622311e+01
5.895418280029296875e+04 1.565874722830595260e+02 2.950210773448856116e+01
5.895420361328125000e+04 1.593786602043679750e+02 3.218388495411078765e+01
5.895422442626953125e+04 1.553781904098290738e+02 2.870349815033516450e+01
5.895424530029296875e+04 1.537242523069167817e+02 2.878448368629507215e+01
5.895426611328125000e+04 1.544648657326900718e+02 3.150775301488043212e+01
5.895428692626953125e+04 1.567634237308878937e+02 3.186691257806662492e+01
5.895430780029296875e+04 1.584973625233583903e+02 3.159736112590663737e+01
5.895432861328125000e+04 1.505174089695358361e+02 3.456544456891479911e+01
5.895434942626953125e+04 1.523754476775514490e+02 3.053986769872722462e+01
5.895437030029296875e+04 1.569364399443038849e+02 3.289116576992775975e+01
