# mjd counts counts_error
5.893599554443359375e+04 -6.717855076324854124e+00 8.477951343487875491e+00
5.893601641845703125e+04 -3.301212948732366925e+00 8.937281607626129443e+00
5.893603723144531250e+04 -2.896011270618618738e+00 8.895636518855162933e+00
5.893605804443359375e+04 -3.391271698962739833e+00 8.136363228680330906e+00
5.893607891845703125e+04 1.266510183773794651e+00 8.023926979661046843e+00
5.893609973144531250e+04 2.874410804677431486e+00 6.657216195472093645e+00
5.893612054443359375e+04 -3.810950165172030779e+00 5.708463306424162553e+00
5.893614141845703125e+04 -1.911970223013440773e+00 8.809462168381585911e+00
5.893616223144531250e+04 1.988819238073748608e+00 8.096290499831653165e+00
5.893618304443359375e+04 -3.589143975261517738e+00 7.186121708429747734e+00
5.893620391845703125e+04 -2.832091114995703762e+00 6.847638888444214089e+00
5.893622473144531250e+04 -9.496237565233407452e-01 8.844888030739735285e+00
5.893624554443359375e+04 -3.664424180788671492e+00 7.135854155457062475e+00
5.893626641845703125e+04 -7.694646629933892257e-01 7.871709596735493975e+00
5.893628723144531250e+04 -3.605837826066196072e+00 8.300856803445515908e+00
5.893630804443359375e+04 -1.621759389425701414e+00 5.304204306044310258e+00
5.893632891845703125e+04 -2.545129159489512460e+00 6.947999400918044799e+00
5.893634973144531250e+04 1.658313002867426889e+00 7.102617817936081934e+00
5.893637054443359375e+04 6.969837810618884077e-03 6.876051041229958471e+00
5.893639141845703125e+04 -5.724039943409350073e+00 6.916088053767263766e+00
5.893641223144531250e+04 -2.394986671220916463e+00 6.820960974493678997e+00
5.893643304443359375e+04 2.467498709299672299e+00 5.982518611541436826e+00
5.893645391845703125e+04 -6.447438366065583182e-02 7.489795779633068307e+00
5.893647473144531250e+04 2.759456032754787458e+00 7.054321352402833867e+00
5.893649554443359375e+04 1.293603059417627321e-01 7.634666338797700291e+00
5.893651641845703125e+04 -2.112642663780981422e-01 7.182754168066384892e+00
5.893653723144531250e+04 -1.164589726396396685e+00 5.862223126991163547e+00
5.893655804443359375e+04 -4.115659327533867540e+00 6.636493580603033848e+00
5.893657891845703125e+04 -8.966254961303263826e-01 7.107477979003105517e+00
5.893659973144531250e+04 -3.153671097266730783e+00 8.137861237392243652e+00
5.893662054443359375e+04 -7.013027540777605040e+00 7.240109512253802393e+00
5.893664141845703125e+04 -3.909900041557225592e+00 6.961902013545975265e+00
5.893666223144531250e+04 -5.123654642182360774e+00 7.194634969699384541e+00
5.893668304443359375e+04 -5.042539586018612852e-01 5.975931688438230083e+00
5.893670391845703125e+04 -3.315092941941456317e+00 6.776301453119849327e+00
5.893672473144531250e+04 2.676390873944036741e-01 6.747298368284035952e+00
5.893674554443359375e+04 1.407934282100281820e+00 7.250129923798981579e+00
5.893676641845703125e+04 1.643874629825170075e+00 6.896769252960925911e+00
5.893678723144531250e+04 -1.739833729569276954e+00 6.188970970507777558e+00
5.893680804443359375e+04 2.746961331152885322e+00 8.108989370387591933e+00
5.893682891845703125e+04 7.555753805875653484e-02 8.607884089704413100e+00
5.893684973144531250e+04 -2.019865272280370050e+00 6.474573524117515966e+00
5.893687054443359375e+04 3.321733345902710965e-02 8.101801360663925422e+00
5.893689141845703125e+04 8.124387846246641232e-01 7.207039560800225786e+00
5.893691223144531250e+04 -5.418319588238666995e-01 5.407613714951639672e+00
5.893693304443359375e+04 -1.967923770609241174e+00 5.997055930884272357e+00
5.893695391845703125e+04 -2.244723022601064599e+00 4.575315732965944626e+00
5.893697473144531250e+04 1.727380443393304432e+00 7.281610790464522864e+00
5.893699554443359375e+04 2.190273685059993980e+00 5.105739361165684720e+00
5.893701641845703125e+04 -2.824463585855728098e+00 6.905962618402027076e+00
5.893703723144531250e+04 3.525070467154417742e+00 6.477825976867958246e+00
5.893705804443359375e+04 5.067174460125833946e-01 8.134307655558902894e+00
5.893707891845703125e+04 -3.811338209722894277e-01 8.435510535835067714e+00
5.893709973144531250e+04 2.426394398520990592e+00 7.400156185759082739e+00
5.893712054443359375e+04 -1.164239971277407193e+00 4.159142574757278332e+00
5.893714141845703125e+04 -6.969837810618884077e-03 6.391089398324234949e+00
5.893716223144531250e+04 2.921936609041623001e+00 6.264516968491113502e+00
5.893718304443359375e+04 4.288975706503915575e+00 4.820621072703954013e+00
5.893720391845703125e+04 2.983284490598967054e+00 7.579711234343304405e+00
5.893722473144531250e+04 6.141437046589715010e-01 8.705180266945566459e+00
5.893724554443359375e+04 2.822730146131357643e+00 6.264108710470153163e+00
5.893726641845703125e+04 4.611794247369882527e+00 6.966536334496601590e+00
5.893728723144531250e+04 -4.056724477989508415e-01 6.096757812224668172e+00
5.893730804443359375e+04 2.900870804753630239e+00 7.306493897571785467e+00
5.893732891845703125e+04 6.323791867028676350e+00 8.178963433927947335e+00
5.893734973144531250e+04 2.156460925623679969e+00 8.708496016436107823e+00
5.893737054443359375e+04 -2.683042812588602999e-01 9.101826771577291808e+00
5.893739141845703125e+04 2.400826666863782322e+00 6.096542786478194031e+00
5.893741223144531250e+04 -1.827587193156396950e-01 7.322652546231916304e+00
5.893743304443359375e+04 -8.912292526510157131e-02 8.042458574445079833e+00
5.893745391845703125e+04 9.273490578719949085e+00 6.880931650387850596e+00
5.893747473144531250e+04 4.391782232201702385e+00 7.472969824111266313e+00
5.893749554443359375e+04 4.937246739249836480e+00 7.554079871766635534e+00
5.893751641845703125e+04 3.278106737638299961e+00 7.594568513116215946e+00
5.893753723144531250e+04 6.886205755742667023e+00 6.374112250252212952e+00
5.893755804443359375e+04 1.517612716495829517e+00 7.267383313025149505e+00
5.893757891845703125e+04 4.601320157401010746e+00 6.943642531015989050e+00
5.893759973144531250e+04 4.500340569154975157e+00 6.305467361492884670e+00
5.893762054443359375e+04 1.565077535692356747e+00 7.221814239755083520e+00
5.893764141845703125e+04 5.813385933008156314e+00 7.496887417640895279e+00
5.893766223144531250e+04 4.240072471093103701e+00 5.275648207899878095e+00
5.893768304443359375e+04 5.734784860047481558e+00 8.214159361414772320e+00
5.893770391845703125e+04 4.676170550893507638e+00 6.855598468552825508e+00
5.893772473144531250e+04 1.773417864204544614e+00 7.661256440797140854e+00
5.893774554443359375e+04 9.440164814924314030e+00 6.379778144443737808e+00
5.893776641845703125e+04 7.893975557884997940e+00 6.734148590798270995e+00
5.893778723144531250e+04 6.753787370484683805e+00 6.446431206502199807e+00
5.893780804443359375e+04 7.361040866870709465e+00 6.406345574401245635e+00
5.893782891845703125e+04 5.405660188965658364e+00 6.704955056351352027e+00
5.893784973144531250e+04 3.991779692104021393e+00 5.983788340534079708e+00
5.893787054443359375e+04 7.768725398373774738e-01 8.460408065660425692e+00
5.893789141845703125e+04 1.068023786411206544e+00 8.613192578217084616e+00
5.893791223144531250e+04 3.295631041668336536e+00 7.599830476294506809e+00
5.893793304443359375e+04 1.098691720669907923e+01 6.038492765042740018e+00
5.893795391845703125e+04 -8.069825546988749210e-01 5.919895594790641979e+00
5.893797473144531250e+04 3.755115473353203726e+00 6.925411505466101403e+00
5.893799554443359375e+04 6.170341620215328504e+00 4.153208676945969735e+00
5.893801641845703125e+04 1.474600904623162734e+00 6.033595760945476449e+00
5.893803723144531250e+04 2.296965558247723749e+00 7.291524478017029409e+00
5.893805804443359375e+04 1.551840192317420986e+00 6.568564962749765535e+00
5.893807891845703125e+04 6.413965623496599378e+00 5.209770145981169165e+00
5.893809973144531250e+04 4.184970395767308560e+00 8.611850010507913211e+00
5.893812054443359375e+04 9.082694561430486146e+00 7.403234453789327318e+00
5.893814141845703125e+04 3.562277964676464848e+00 6.985544316060234848e+00
5.893816223144531250e+04 1.031895527524564926e+00 7.366405177711913055e+00
5.893818304443359375e+04 4.706861430322124562e+00 6.204020995524728299e+00
5.893820391845703125e+04 1.042234320473946241e+01 6.491109862319836665e+00
5.893822473144531250e+04 4.407811032869334511e+00 7.090919763604558668e+00
5.893824554443359375e+04 4.347775363480725019e+00 8.491053220101806076e+00
5.893826641845703125e+04 5.873471790115555535e+00 8.229972325093996233e+00
5.893828723144531250e+04 7.375915349360981921e+00 7.209763238356038606e+00
5.893830804443359375e+04 5.044120036588914502e+00 6.440555627186618004e+00
5.893832891845703125e+04 3.816494329004175512e+00 6.811656069430623184e+00
5.893834973144531250e+04 5.153335765087927456e+00 8.496956459341292955e+00
5.893837054443359375e+04 5.015275095322007104e+00 9.398228280717841443e+00
5.893839141845703125e+04 4.533510622672427104e+00 8.463587800840155495e+00
5.893841223144531250e+04 3.299215425200674900e+00 8.350316794385976849e+00
5.893843304443359375e+04 3.381396653972783994e+00 9.473356636192930225e+00
5.893845391845703125e+04 1.135571850748277711e+00 9.027176992233037822e+00
5.893847473144531250e+04 -2.458782808619002225e+00 6.286991507337578611e+00
5.893849554443359375e+04 5.901308179694968459e+00 7.964040546989012093e+00
5.893851641845703125e+04 5.455696080634668377e+00 8.327392163642619138e+00
5.893853723144531250e+04 7.066937087277224805e+00 7.784666106686030318e+00
5.893855804443359375e+04 2.854701041178167031e-01 8.342651013484834621e+00
5.893857891845703125e+04 5.962066317749510347e-01 7.268078340033688356e+00
5.893859973144531250e+04 4.668249517346705346e+00 5.894603707621694610e+00
5.893862054443359375e+04 2.539391419476732636e+00 9.575521594029035910e+00
5.893864141845703125e+04 3.341364156190941515e+00 7.539631430510028487e+00
5.893866223144531250e+04 4.092032849487274859e+00 7.659452425233647332e+00
5.893868304443359375e+04 2.031258579229540118e+00 8.310743661041312791e+00
5.893870391845703125e+04 1.971029956025166285e+00 8.741039837518719935e+00
5.893872473144531250e+04 4.195951126755881333e+00 8.496225074918511311e+00
5.893874554443359375e+04 5.543771634795195524e+00 8.258774587366458420e+00
5.893876641845703125e+04 1.065748004352478517e+00 6.595493660019055682e+00
5.893878723144531250e+04 2.813897114983506142e+00 1.204152814723297382e+01
5.893880804443359375e+04 4.667788262554186218e+00 9.080235807243246526e+00
5.893882891845703125e+04 9.023738110092704545e+00 8.180446427348249117e+00
5.893884973144531250e+04 1.385881467898428809e+00 9.283206432211184023e+00
5.893887054443359375e+04 5.174908678057636990e+00 8.279360761099963995e+00
5.893889141845703125e+04 5.206230591634454896e+00 8.527770140099372398e+00
5.893891223144531250e+04 5.381513955249399572e+00 8.746711451220846811e+00
5.893893304443359375e+04 1.147216743640162306e+01 1.081426460961617408e+01
5.893895391845703125e+04 6.788035770446020578e+00 1.057441199331443826e+01
5.893897473144531250e+04 5.558705717940487290e+00 1.006190974705174135e+01
5.893899554443359375e+04 6.372214011930068978e+00 7.749309033085586051e+00
5.893901641845703125e+04 5.435909096280024499e+00 1.088619553844400833e+01
5.893903723144531250e+04 1.266771406472144790e+01 1.035865907640232209e+01
5.893905804443359375e+04 1.178533751944941876e+01 8.507391266561969090e+00
5.893907891845703125e+04 1.235006002362182187e+01 8.355979198595717250e+00
5.893909973144531250e+04 1.179650261830750324e+01 1.116142460376516077e+01
5.893912054443359375e+04 9.136755428020453706e+00 9.880488134953266055e+00
5.893914141845703125e+04 1.468611678742773208e+01 1.027891742962140320e+01
5.893916223144531250e+04 8.673435759210679663e+00 1.278598677144526441e+01
5.893918304443359375e+04 1.109269620700031389e+01 1.183587879952026256e+01
5.893920391845703125e+04 1.079217233654730279e+01 1.144642237674574581e+01
5.893922473144531250e+04 1.246449358455859979e+01 1.286149008456816567e+01
5.893924554443359375e+04 1.368893062443042652e+01 1.138181276676595388e+01
5.893926641845703125e+04 1.088680942590024969e+01 1.424646666941403339e+01
5.893928723144531250e+04 1.771852177953316954e+01 1.225320136617982847e+01
5.893930804443359375e+04 1.528333730486042086e+01 9.982546591498584476e+00
5.893932891845703125e+04 1.484584206174244159e+01 1.575334985000432475e+01
5.893934973144531250e+04 1.839274534143912376e+01 1.410412409660496458e+01
5.893937054443359375e+04 1.850625761669395786e+01 1.244139349684812501e+01
5.893939141845703125e+04 1.486727403424552207e+01 1.475636172758998654e+01
5.893941223144531250e+04 1.432967351608244755e+01 1.262960677286616828e+01
5.893943304443359375e+04 1.260766824171047773e+01 1.642793999800986171e+01
5.893945391845703125e+04 1.642615983162553661e+01 1.194836619204212447e+01
5.893947473144531250e+04 1.688264589801631743e+01 1.548571091318541448e+01
5.893949554443359375e+04 1.818867390437513265e+01 1.333501930260430512e+01
5.893951641845703125e+04 2.013807635596257128e+01 1.101382582923473485e+01
5.893953723144531250e+04 2.179974160690579055e+01 1.326910567181078093e+01
5.893955804443359375e+04 2.262638468353508969e+01 1.120080682522547022e+01
5.893957891845703125e+04 2.696963817588695278e+01 1.200757482384157093e+01
5.893959973144531250e+04 2.426036099533319046e+01 1.305322898384953056e+01
5.893962054443359375e+04 2.581112814606958850e+01 9.993228585836481770e+00
5.893964141845703125e+04 2.433092929299376195e+01 1.577513094110798697e+01
5.893966223144531250e+04 2.892579046428673095e+01 1.107212083492257726e+01
5.893968304443359375e+04 3.267193246555858366e+01 1.337540018518111751e+01
5.893970391845703125e+04 2.973116851594062027e+01 1.611827391677702437e+01
5.893972473144531250e+04 3.420196485029377698e+01 1.540384230755755191e+01
5.893974554443359375e+04 3.515374513808144741e+01 1.498841698131749034e+01
5.893976641845703125e+04 3.501691460742468109e+01 1.457020480936012063e+01
5.893978723144531250e+04 4.333531753808117060e+01 1.536959190121329044e+01
5.893980804443359375e+04 3.871491655451181657e+01 1.446351407069709616e+01
5.893982891845703125e+04 3.769307653918630763e+01 1.776474723118746013e+01
5.893984973144531250e+04 4.249481109072924312e+01 1.706134675653146004e+01
5.893987054443359375e+04 4.941472301722357940e+01 1.556269693521506881e+01
5.893989141845703125e+04 4.852818314575000613e+01 1.812852180989638384e+01
5.893991223144531250e+04 2.620944170267168616e+01 2.420037177476632451e+01
5.893993304443359375e+04 4.533357602879913628e+00 4.186674116835165904e+01
5.893995391845703125e+04 -6.265523749916999563e+00 5.349725212566935539e+01
5.893997473144531250e+04 3.017102642824606917e+01 2.001623679881872420e+01
5.893999554443359375e+04 4.808763233997756004e+01 1.467049493407523286e+01
5.894001641845703125e+04 5.573093353986365628e+01 2.821371229714328166e+01
5.894003723144531250e+04 5.683978550485062442e+01 1.709891766210804676e+01
5.894005804443359375e+04 5.757890095353138804e+01 2.026597605229931176e+01
5.894007891845703125e+04 5.987878757237082539e+01 1.749785225981639059e+01
5.894009973144531250e+04 6.441880134367242761e+01 1.894902078448219029e+01
5.894012054443359375e+04 6.781173221682961127e+01 1.591250737018302530e+01
5.894014141845703125e+04 7.193264586081187417e+01 1.455827396175628685e+01
5.894016223144531250e+04 7.397962293051189420e+01 1.545207994328201195e+01
5.894018304443359375e+04 6.816922429435363995e+01 1.637630498119206734e+01
5.894020391845703125e+04 7.676874201461252767e+01 1.699987495769381951e+01
5.894022473144531250e+04 7.470949243739630674e+01 1.517444295979109903e+01
5.894024554443359375e+04 7.373719670733711951e+01 1.525059067361406662e+01
5.894026641845703125e+04 7.536667443577127301e+01 1.365238934721540609e+01
5.894028723144531250e+04 7.128536909981225733e+01 1.276044386483401993e+01
5.894030804443359375e+04 7.132811822910781530e+01 1.613703557222005358e+01
5.894032891845703125e+04 6.519117144649682416e+01 1.775861578064621327e+01
5.894034973144531250e+04 6.144830735623546047e+01 1.974356198759852177e+01
5.894137054443359375e+04 9.679660283366216333e+01 1.641982572414186947e+01
5.894139135742187500e+04 9.855269292545813187e+01 1.848901026425058447e+01
5.894141217041015625e+04 9.532719835891666094e+01 3.576789298766653502e+01
5.894143304443359375e+04 1.035582899553163827e+02 2.196125289307570227e+01
5.894145385742187500e+04 1.123991868635475129e+02 1.908052626311664568e+01
5.894147467041015625e+04 1.097727352379290124e+02 2.120267948856298901e+01
5.894149554443359375e+04 1.067420772338490735e+02 2.215370459799677150e+01
5.894151635742187500e+04 1.117331372661985966e+02 2.167414918250633349e+01
5.894153717041015625e+04 1.165315900365360307e+02 2.625469955659119137e+01
5.894155804443359375e+04 1.115807847241304103e+02 3.105420325917671320e+01
5.894157885742187500e+04 1.247933564284964518e+02 3.010202798751231867e+01
5.894159967041015625e+04 1.210350107470021470e+02 3.720252274937546133e+01
5.894162054443359375e+04 1.246781403912723647e+02 3.637051928234431131e+01
5.894164135742187500e+04 1.143552454071111271e+02 3.905172838569441041e+01
5.894166217041015625e+04 1.235681265810146954e+02 4.083049774745983029e+01
5.894168304443359375e+04 1.213911118414535792e+02 4.252114333282240466e+01
5.894170385742187500e+04 nan nan
5.894172467041015625e+04 nan nan
5.894174554443359375e+04 nan nan
5.894176635742187500e+04 nan nan
5.894178717041015625e+04 nan nan
5.894180804443359375e+04 nan nan
5.894182885742187500e+04 nan nan
5.894184967041015625e+04 nan nan
5.894187054443359375e+04 nan nan
5.894189135742187500e+04 nan nan
5.894191217041015625e+04 nan nan
5.894193304443359375e+04 nan nan
5.894195385742187500e+04 nan nan
5.894197467041015625e+04 nan nan
5.894199554443359375e+04 nan nan
5.894201635742187500e+04 nan nan
5.894203717041015625e+04 nan nan
5.894205804443359375e+04 nan nan
5.894207885742187500e+04 nan nan
5.894209967041015625e+04 nan nan
5.894212054443359375e+04 nan nan
5.894214135742187500e+04 nan nan
5.894216217041015625e+04 nan nan
5.894218304443359375e+04 nan nan
5.894220385742187500e+04 nan nan
5.894222467041015625e+04 nan nan
5.894224554443359375e+04 nan nan
5.894226635742187500e+04 nan nan
5.894228717041015625e+04 nan nan
5.894230804443359375e+04 nan nan
5.894232885742187500e+04 nan nan
5.894234967041015625e+04 nan nan
5.894237054443359375e+04 nan nan
5.894239135742187500e+04 nan nan
5.894241217041015625e+04 nan nan
5.894243304443359375e+04 nan nan
5.894245385742187500e+04 nan nan
5.894247467041015625e+04 nan nan
5.894249554443359375e+04 nan nan
5.894251635742187500e+04 nan nan
5.894253717041015625e+04 nan nan
5.894255804443359375e+04 nan nan
5.894257885742187500e+04 nan nan
5.894259967041015625e+04 nan nan
5.894262054443359375e+04 nan nan
5.894264135742187500e+04 nan nan
5.894266217041015625e+04 nan nan
5.894268304443359375e+04 nan nan
5.894270385742187500e+04 nan nan
5.894272467041015625e+04 1.398245987581512679e+02 3.815735898857727904e+01
5.894274554443359375e+04 1.357597670479896692e+02 3.094192530385488382e+01
5.894276635742187500e+04 1.318507052392532728e+02 3.799869726027681338e+01
5.894278717041015625e+04 1.383516344814045169e+02 3.806804457952853227e+01
5.894280804443359375e+04 1.332148979471679411e+02 3.924977587629661002e+01
5.894282885742187500e+04 1.299122870625203063e+02 3.545958161747319082e+01
5.894284967041015625e+04 1.272406361050419150e+02 3.305011738430272317e+01
5.894287054443359375e+04 1.237740263638819442e+02 3.250014048409660461e+01
5.894289135742187500e+04 1.247534358505971852e+02 3.457399605717882451e+01
5.894291217041015625e+04 1.250830549871588175e+02 3.288578728545686403e+01
5.894293304443359375e+04 1.209206755490996272e+02 3.274597563623628815e+01
5.894295385742187500e+04 1.300397950555179136e+02 3.298678059450034539e+01
5.894297467041015625e+04 1.328230481391080104e+02 3.589679875706757883e+01
5.894299554443359375e+04 1.246020143577035526e+02 3.522396614911616552e+01
5.894301635742187500e+04 1.239224674482365458e+02 3.700840217213705330e+01
5.894303717041015625e+04 1.326202846041102248e+02 3.529245166280749402e+01
5.894305804443359375e+04 1.280188130641859345e+02 3.400107531361880575e+01
5.894307885742187500e+04 1.325766782454704753e+02 3.306917594893256052e+01
5.894309967041015625e+04 1.349004981088674242e+02 3.217467422960567092e+01
5.894312054443359375e+04 1.314412781705827058e+02 3.218467285666902455e+01
5.894314135742187500e+04 1.286784036927869010e+02 3.254245984479876341e+01
5.894316217041015625e+04 1.320264199989788949e+02 3.106974770334847946e+01
5.894318304443359375e+04 1.335187019914783093e+02 3.692825125843090461e+01
5.894320385742187500e+04 1.553678005205364627e+02 5.090322427721893916e+01
5.894322467041015625e+04 1.841160124626580910e+02 6.068961556918706890e+01
5.894324554443359375e+04 nan nan
5.894326635742187500e+04 nan nan
5.894328717041015625e+04 1.464838540020267033e+02 4.085295839945692364e+01
5.894330804443359375e+04 1.324263773085566527e+02 3.499890521068698490e+01
5.894332885742187500e+04 1.356424737307070529e+02 3.580229813773267011e+01
5.894334967041015625e+04 1.411632213115439072e+02 3.946021459298295042e+01
5.894337054443359375e+04 1.414925797073245519e+02 4.278148249821056481e+01
5.894339135742187500e+04 1.425499758404491217e+02 4.953419781052105719e+01
5.894341217041015625e+04 1.625702512480871178e+02 5.045963924792580002e+01
5.894343304443359375e+04 nan nan
5.894345385742187500e+04 nan nan
5.894347467041015625e+04 nan nan
5.894349554443359375e+04 nan nan
5.894351635742187500e+04 nan nan
5.894353717041015625e+04 nan nan
5.894355804443359375e+04 nan nan
5.894357885742187500e+04 nan nan
5.894359967041015625e+04 nan nan
5.894362048339843750e+04 nan nan
5.894364129638671875e+04 nan nan
5.894366217041015625e+04 nan nan
5.894368298339843750e+04 nan nan
5.894370379638671875e+04 nan nan
5.894372467041015625e+04 nan nan
5.894374548339843750e+04 nan nan
5.894376629638671875e+04 nan nan
5.894378717041015625e+04 nan nan
5.894380798339843750e+04 nan nan
5.894382879638671875e+04 nan nan
5.894384967041015625e+04 nan nan
5.894387048339843750e+04 nan nan
5.894389129638671875e+04 nan nan
5.894391217041015625e+04 nan nan
5.894393298339843750e+04 nan nan
5.894395379638671875e+04 nan nan
5.894397467041015625e+04 nan nan
5.894399548339843750e+04 nan nan
5.894401629638671875e+04 nan nan
5.894403717041015625e+04 nan nan
5.894405798339843750e+04 nan nan
5.894407879638671875e+04 nan nan
5.894409967041015625e+04 nan nan
5.894412048339843750e+04 nan nan
5.894414129638671875e+04 nan nan
5.894416217041015625e+04 nan nan
5.894418298339843750e+04 nan nan
5.894420379638671875e+04 1.243113851483028327e+02 2.794351925758025956e+01
5.894422467041015625e+04 1.164703111436615046e+02 2.290343779234356703e+01
5.894424548339843750e+04 1.229578977403146212e+02 2.867880954991130693e+01
5.894426629638671875e+04 1.371132407937145672e+02 2.097914706162008258e+01
5.894428717041015625e+04 1.331778622982244826e+02 2.057292828513654115e+01
5.894430798339843750e+04 1.390513917854362660e+02 2.115714088697709983e+01
5.894432879638671875e+04 1.398301953116542791e+02 2.283194470301911139e+01
5.894434967041015625e+04 1.211365298494621925e+02 2.179320338430144943e+01
5.894437048339843750e+04 1.244558673110701363e+02 2.244626968165624348e+01
5.894439129638671875e+04 1.309586880875597501e+02 2.551725863767906688e+01
5.894441217041015625e+04 1.334564010829156189e+02 1.815572837813321527e+01
5.894443298339843750e+04 1.364233473047774794e+02 2.708716591897937676e+01
5.894445379638671875e+04 1.283242182212520675e+02 1.861833634539030768e+01
5.894447467041015625e+04 1.401930585268601135e+02 1.985827988158705537e+01
5.894449548339843750e+04 1.309488070409986733e+02 1.924317497686788414e+01
5.894451629638671875e+04 1.358166101718210825e+02 2.214496177749510863e+01
5.894453717041015625e+04 1.365508559872030219e+02 2.055608135546517090e+01
5.894455798339843750e+04 1.327689063369977589e+02 2.014831315399354139e+01
5.894457879638671875e+04 1.379131635943197978e+02 2.649185259979454088e+01
5.894459967041015625e+04 1.379485380920301054e+02 2.002830674332591698e+01
5.894462048339843750e+04 1.371678550735297222e+02 2.110319301787399837e+01
5.894464129638671875e+04 1.367761777340655556e+02 2.559261202409247815e+01
5.894466217041015625e+04 1.414681694185069318e+02 2.025274210973912403e+01
5.894468298339843750e+04 1.388269678184152269e+02 2.199455298618469712e+01
5.894470379638671875e+04 1.375392604235746035e+02 2.529295373003951752e+01
5.894472467041015625e+04 1.342923918907500251e+02 2.362433790401936662e+01
5.894474548339843750e+04 1.403380518601051108e+02 2.486739421286782559e+01
5.894476629638671875e+04 1.412012912731071310e+02 2.303955240492632583e+01
5.894478717041015625e+04 1.397229135705964325e+02 2.881065056414216485e+01
5.894480798339843750e+04 1.378436317099312589e+02 2.343886266261172580e+01
5.894482879638671875e+04 1.507602246943818898e+02 2.395977004776022667e+01
5.894484967041015625e+04 1.525220555956080375e+02 2.551576169812345540e+01
5.894487048339843750e+04 1.446330395812202028e+02 2.591715983550295377e+01
5.894489129638671875e+04 1.392822441678445387e+02 2.831343566166683701e+01
5.894491217041015625e+04 1.546100011763691953e+02 2.499633011934460569e+01
5.894493298339843750e+04 1.360873892610239579e+02 2.629868098370845786e+01
5.894495379638671875e+04 1.260516820848905866e+02 2.519009155450471482e+01
5.894497467041015625e+04 1.288028467795588767e+02 1.685725202386807098e+01
5.894499548339843750e+04 1.279458668393293124e+02 1.805034410178484094e+01
5.894501629638671875e+04 1.441188684819871924e+02 2.004884466406173971e+01
5.894503717041015625e+04 1.330562615708702765e+02 1.875336861330950455e+01
5.894505798339843750e+04 1.392426612568609130e+02 2.302425791053270387e+01
5.894507879638671875e+04 1.389183712787829563e+02 2.043966584187091584e+01
5.894509967041015625e+04 1.339975347180263157e+02 1.696902374483260800e+01
5.894512048339843750e+04 1.356093404083248686e+02 1.908972061181971469e+01
5.894514129638671875e+04 1.416312429093042056e+02 1.941883036242086646e+01
5.894516217041015625e+04 1.427317710172780494e+02 1.852943664366289411e+01
5.894518298339843750e+04 1.380113985694074188e+02 1.981350279054039731e+01
5.894520379638671875e+04 1.440364378483398866e+02 1.733175627645927719e+01
5.894522467041015625e+04 1.361610542710276093e+02 1.813651852890640725e+01
5.894524548339843750e+04 1.387849288832774164e+02 1.552918183182801393e+01
5.894526629638671875e+04 1.363209226407234098e+02 2.128784412870622234e+01
5.894528717041015625e+04 1.421141277828958778e+02 2.029506106809817823e+01
5.894530798339843750e+04 1.379742029418911784e+02 1.875845559319553146e+01
5.894532879638671875e+04 1.323470946093653140e+02 1.769336344544764827e+01
5.894534967041015625e+04 1.430144277288354431e+02 1.874069951728715822e+01
5.894537048339843750e+04 1.367680094885518827e+02 1.820328447966473462e+01
5.894539129638671875e+04 1.395246195878049207e+02 1.982767169574558963e+01
5.894541217041015625e+04 1.399392031997456343e+02 1.687345850832764071e+01
5.894543298339843750e+04 1.343655025762156754e+02 1.950073882335089692e+01
5.894545379638671875e+04 1.540845774250920783e+02 1.982427200518237598e+01
5.894547467041015625e+04 1.408337279098402348e+02 1.883175629687826813e+01
5.894549548339843750e+04 1.490151277840506339e+02 1.915412213895399418e+01
5.894551629638671875e+04 1.449774348681311551e+02 1.886763041983731171e+01
5.894553717041015625e+04 1.354082529063719562e+02 1.968783524444769029e+01
5.894555798339843750e+04 1.421810477824334669e+02 1.926147819535875527e+01
5.894557879638671875e+04 1.445234302411464569e+02 1.781437039512359277e+01
5.894559967041015625e+04 1.387694674198415896e+02 1.976799326717654992e+01
5.894562048339843750e+04 1.373488192589062180e+02 1.864936600186830162e+01
5.894564129638671875e+04 1.427457540075103282e+02 1.887188802311202096e+01
5.894566217041015625e+04 1.384718657264773469e+02 1.916723977314356375e+01
5.894568298339843750e+04 1.373248797397012027e+02 1.864939381002297480e+01
5.894570379638671875e+04 1.425689077930950361e+02 1.697616755986764758e+01
5.894572467041015625e+04 1.363783043432205773e+02 1.631207855367740933e+01
5.894574548339843750e+04 1.306908740424687494e+02 1.625665401737286686e+01
5.894576629638671875e+04 1.360114906758973348e+02 1.295022759720563066e+01
5.894578717041015625e+04 1.351946678037583922e+02 1.415906542090165310e+01
5.894580798339843750e+04 1.298139160739923454e+02 1.526918513350371853e+01
5.894582879638671875e+04 1.400549861600627537e+02 1.611816554690093284e+01
5.894584967041015625e+04 1.388124643576968538e+02 1.460244566666828270e+01
5.894587048339843750e+04 1.377471364207803504e+02 1.414881262550415464e+01
5.894589129638671875e+04 1.394293173095124985e+02 1.402630353024914101e+01
5.894591217041015625e+04 1.346399962090332849e+02 1.500477828300665095e+01
5.894593298339843750e+04 1.416509621014961908e+02 1.568327824534811299e+01
5.894595379638671875e+04 1.288121423541505237e+02 1.638073831367123034e+01
5.894597467041015625e+04 1.365101497502519692e+02 1.484958637338801246e+01
5.894599548339843750e+04 1.379314125551260588e+02 1.336219980958941633e+01
