time,magnitude,e_magnitude,zp,e_zp,band,instrument,upperlimit,z
58937.59973144531,19.176886547946065,1.5212346925955031,-48.6,0.02,tess,=-tess,False,0.00744
58937.620544433594,20.323660355374948,5.009965963552864,-48.6,0.02,tess,=-tess,False,0.00744
58937.64141845703,18.898927111492483,1.4001551223550908,-48.6,0.02,tess,=-tess,False,0.00744
58937.66223144531,19.241566801014123,1.350911405862729,-48.6,0.02,tess,=-tess,False,0.00744
58937.683044433594,18.91370717494156,1.5551429439790865,-48.6,0.02,tess,=-tess,False,0.00744
58937.70391845703,19.135274143710706,1.5917664639434361,-48.6,0.02,tess,=-tess,False,0.00744
58937.72473144531,20.18797230265556,4.690436281040224,-48.6,0.02,tess,=-tess,False,0.00744
58937.745544433594,18.372551058325982,0.7337537262905022,-48.6,0.02,tess,=-tess,False,0.00744
58937.76641845703,18.566760556610856,0.926213779056793,-48.6,0.02,tess,=-tess,False,0.00744
58937.78723144531,18.736131540950808,1.0363257485673223,-48.6,0.02,tess,=-tess,False,0.00744
58937.808044433594,18.642651927886913,0.944920895851021,-48.6,0.02,tess,=-tess,False,0.00744
58937.82891845703,18.977878146082475,1.3467018276170437,-48.6,0.02,tess,=-tess,False,0.00744
58937.84973144531,19.30708358901763,1.6275486484834085,-48.6,0.02,tess,=-tess,False,0.00744
58937.870544433594,21.084125573287487,11.824039173579326,-48.6,0.02,tess,=-tess,False,0.00744
58937.89141845703,20.738547687107385,8.756036279068194,-48.6,0.02,tess,=-tess,False,0.00744
58937.91223144531,19.515153537899003,2.503742377047183,-48.6,0.02,tess,=-tess,False,0.00744
58937.933044433594,18.20781037038187,0.5967288270070328,-48.6,0.02,tess,=-tess,False,0.00744
58937.95391845703,,-7.964788009637653,-48.6,0.02,tess,=-tess,False,0.00744
58937.97473144531,19.37344175872075,2.0023805013960483,-48.6,0.02,tess,=-tess,False,0.00744
58937.995544433594,18.83422697659952,0.7308005462294788,-48.6,0.02,tess,=-tess,False,0.00744
58938.01641845703,20.38831376001569,4.4424856528945185,-48.6,0.02,tess,=-tess,False,0.00744
58938.03723144531,19.90711379191568,3.4465785023361724,-48.6,0.02,tess,=-tess,False,0.00744
58938.058044433594,20.33288251047834,4.595659288030861,-48.6,0.02,tess,=-tess,False,0.00744
58938.07891845703,18.792183430151212,0.8818937297135326,-48.6,0.02,tess,=-tess,False,0.00744
58938.09973144531,19.255769024583238,2.2342326138822717,-48.6,0.02,tess,=-tess,False,0.00744
58938.120544433594,18.41446322573561,0.8849752267267592,-48.6,0.02,tess,=-tess,False,0.00744
58938.14141845703,19.43068048884168,2.129103469492393,-48.6,0.02,tess,=-tess,False,0.00744
58938.16223144531,20.775910674689435,7.750758276417832,-48.6,0.02,tess,=-tess,False,0.00744
58938.183044433594,19.128171467762446,1.4310874262257136,-48.6,0.02,tess,=-tess,False,0.00744
58938.20391845703,18.265086574356083,0.6762042707803326,-48.6,0.02,tess,=-tess,False,0.00744
58938.22473144531,19.199442580956262,1.7466420985313258,-48.6,0.02,tess,=-tess,False,0.00744
58938.245544433594,19.21433225675011,2.1204048339360573,-48.6,0.02,tess,=-tess,False,0.00744
58938.26641845703,18.887762781983195,1.5213453365945584,-48.6,0.02,tess,=-tess,False,0.00744
58938.28723144531,18.640460190405445,1.0612785810096834,-48.6,0.02,tess,=-tess,False,0.00744
58938.308044433594,19.053036467317227,1.3863160219168882,-48.6,0.02,tess,=-tess,False,0.00744
58938.32891845703,19.35583844651922,1.9378154325388466,-48.6,0.02,tess,=-tess,False,0.00744
58938.34973144531,19.029778900506383,1.7901906024947087,-48.6,0.02,tess,=-tess,False,0.00744
58938.370544433594,19.059263100724728,2.0345836491551332,-48.6,0.02,tess,=-tess,False,0.00744
58938.39141845703,19.16891340579486,2.0269553691052127,-48.6,0.02,tess,=-tess,False,0.00744
58938.41223144531,19.51397331471244,2.7479991744744114,-48.6,0.02,tess,=-tess,False,0.00744
58938.433044433594,19.487259703573983,3.0418100368130125,-48.6,0.02,tess,=-tess,False,0.00744
58938.45391845703,20.67196345392703,8.631010781720779,-48.6,0.02,tess,=-tess,False,0.00744
58938.47473144531,,-2.7761761936009255,-48.6,0.02,tess,=-tess,False,0.00744
58938.495544433594,18.882629262315326,1.4652424334962715,-48.6,0.02,tess,=-tess,False,0.00744
58938.51641845703,18.96787457708295,1.6572314567482527,-48.6,0.02,tess,=-tess,False,0.00744
58938.53723144531,18.686921937331547,1.1960052466292703,-48.6,0.02,tess,=-tess,False,0.00744
58938.558044433594,22.171098416413066,31.72983131454032,-48.6,0.02,tess,=-tess,False,0.00744
58938.57891845703,21.371507993740487,13.23570616666945,-48.6,0.02,tess,=-tess,False,0.00744
58938.59973144531,19.137114847552773,1.3709602784265777,-48.6,0.02,tess,=-tess,False,0.00744
58938.620544433594,19.798175880528348,4.094087423601242,-48.6,0.02,tess,=-tess,False,0.00744
58938.64141845703,19.50019047626985,2.4499127996778793,-48.6,0.02,tess,=-tess,False,0.00744
58938.66223144531,19.280152221433298,2.0322771376922426,-48.6,0.02,tess,=-tess,False,0.00744
58938.683044433594,20.040586968464403,4.442209068566356,-48.6,0.02,tess,=-tess,False,0.00744
58938.70391845703,20.07326693798535,4.814976753557781,-48.6,0.02,tess,=-tess,False,0.00744
58938.72473144531,19.252923947468748,2.198466781176492,-48.6,0.02,tess,=-tess,False,0.00744
58938.745544433594,18.95048666992235,1.6174639157500954,-48.6,0.02,tess,=-tess,False,0.00744
58938.76641845703,20.740863679776243,6.719192741333083,-48.6,0.02,tess,=-tess,False,0.00744
58938.78723144531,19.6867294644918,4.646197972359609,-48.6,0.02,tess,=-tess,False,0.00744
58938.808044433594,19.13722213097216,2.1120796850949075,-48.6,0.02,tess,=-tess,False,0.00744
58938.82891845703,18.421533793539258,0.9842713461866016,-48.6,0.02,tess,=-tess,False,0.00744
58938.84973144531,20.455684781523704,7.2727095016136865,-48.6,0.02,tess,=-tess,False,0.00744
58938.870544433594,19.025243274564367,1.737074466395044,-48.6,0.02,tess,=-tess,False,0.00744
58938.89141845703,19.0186915006435,1.7784284856377122,-48.6,0.02,tess,=-tess,False,0.00744
58938.91223144531,18.982738822954843,1.7646746573795484,-48.6,0.02,tess,=-tess,False,0.00744
58938.933044433594,18.16088630774398,1.0234716917780322,-48.6,0.02,tess,=-tess,False,0.00744
58938.95391845703,18.730639694441297,1.6913614384821785,-48.6,0.02,tess,=-tess,False,0.00744
58938.97473144531,18.947565793073036,1.9653099580580726,-48.6,0.02,tess,=-tess,False,0.00744
58938.995544433594,18.799274116923222,1.3203739490431554,-48.6,0.02,tess,=-tess,False,0.00744
58939.01641845703,18.971819536266292,2.174344055211222,-48.6,0.02,tess,=-tess,False,0.00744
58939.03723144531,18.053254370180206,0.8878295748179025,-48.6,0.02,tess,=-tess,False,0.00744
58939.058044433594,18.131644938081344,0.7837520725143362,-48.6,0.02,tess,=-tess,False,0.00744
58939.07891845703,18.08082732911516,0.7346028379431786,-48.6,0.02,tess,=-tess,False,0.00744
58939.09973144531,18.13061682891811,1.0272843724189051,-48.6,0.02,tess,=-tess,False,0.00744
58939.120544433594,18.40802000023637,1.1741152286842051,-48.6,0.02,tess,=-tess,False,0.00744
58939.14141845703,17.89273255625852,0.7599144798176449,-48.6,0.02,tess,=-tess,False,0.00744
58939.16223144531,18.46452208454115,1.6005432145588372,-48.6,0.02,tess,=-tess,False,0.00744
58939.183044433594,18.197407201916405,1.1584777846578567,-48.6,0.02,tess,=-tess,False,0.00744
58939.20391845703,18.227227820447975,1.1515564060536887,-48.6,0.02,tess,=-tess,False,0.00744
58939.22473144531,18.070813403991473,1.1203171101353542,-48.6,0.02,tess,=-tess,False,0.00744
58939.245544433594,17.96907619377182,0.9027473756497522,-48.6,0.02,tess,=-tess,False,0.00744
58939.26641845703,18.21774844839531,1.420793186299733,-48.6,0.02,tess,=-tess,False,0.00744
58939.28723144531,17.688931283121672,0.7508382760699875,-48.6,0.02,tess,=-tess,False,0.00744
58939.308044433594,17.849454504644676,0.7091652846415967,-48.6,0.02,tess,=-tess,False,0.00744
58939.32891845703,17.880987910057584,1.1521059032715633,-48.6,0.02,tess,=-tess,False,0.00744
58939.34973144531,17.64838360544588,0.8325759903598695,-48.6,0.02,tess,=-tess,False,0.00744
58939.370544433594,17.64170349130571,0.7299191244903623,-48.6,0.02,tess,=-tess,False,0.00744
58939.39141845703,17.879421633908947,1.077636434308498,-48.6,0.02,tess,=-tess,False,0.00744
58939.41223144531,17.919409260883654,0.9569248950277607,-48.6,0.02,tess,=-tess,False,0.00744
58939.433044433594,18.05841306933215,1.4147270441670219,-48.6,0.02,tess,=-tess,False,0.00744
58939.45391845703,17.771159889170626,0.7897630301533702,-48.6,0.02,tess,=-tess,False,0.00744
58939.47473144531,17.741398721162998,0.9958982197712873,-48.6,0.02,tess,=-tess,False,0.00744
58939.495544433594,17.660497408059573,0.7960070824351498,-48.6,0.02,tess,=-tess,False,0.00744
58939.51641845703,17.54995504198958,0.593805944735122,-48.6,0.02,tess,=-tess,False,0.00744
58939.53723144531,17.463871635181153,0.6608678530429274,-48.6,0.02,tess,=-tess,False,0.00744
58939.558044433594,17.42346208367517,0.537475237990572,-48.6,0.02,tess,=-tess,False,0.00744
58939.57891845703,17.232812199984735,0.4833976129959059,-48.6,0.02,tess,=-tess,False,0.00744
58939.59973144531,17.347756852746702,0.5841777580922991,-48.6,0.02,tess,=-tess,False,0.00744
58939.620544433594,17.28048253252783,0.42036171439948256,-48.6,0.02,tess,=-tess,False,0.00744
58939.64141845703,17.344603258384844,0.7039447853104865,-48.6,0.02,tess,=-tess,False,0.00744
58939.66223144531,17.156786910276125,0.415594604710094,-48.6,0.02,tess,=-tess,False,0.00744
58939.683044433594,17.024562943249116,0.44448415316383233,-48.6,0.02,tess,=-tess,False,0.00744
58939.70391845703,17.126970053757564,0.5886143876339928,-48.6,0.02,tess,=-tess,False,0.00744
58939.72473144531,16.97487235919235,0.4889926458583735,-48.6,0.02,tess,=-tess,False,0.00744
58939.745544433594,16.94507100049662,0.46292271007560964,-48.6,0.02,tess,=-tess,False,0.00744
58939.76641845703,16.94930530725347,0.45176449866057283,-48.6,0.02,tess,=-tess,False,0.00744
58939.78723144531,16.717895042025646,0.38507442260785363,-48.6,0.02,tess,=-tess,False,0.00744
58939.808044433594,16.840304181176386,0.4056204241709616,-48.6,0.02,tess,=-tess,False,0.00744
58939.82891845703,16.86934603409801,0.5117074807418555,-48.6,0.02,tess,=-tess,False,0.00744
58939.84973144531,16.7391602426532,0.4359149129042757,-48.6,0.02,tess,=-tess,False,0.00744
58939.870544433594,16.57535908657326,0.34194228915037955,-48.6,0.02,tess,=-tess,False,0.00744
58939.89141845703,16.595014919998704,0.405595082936371,-48.6,0.02,tess,=-tess,False,0.00744
58939.91223144531,17.263855575068767,1.002509710147399,-48.6,0.02,tess,=-tess,False,0.00744
58939.933044433594,19.168950053317392,10.027057347701845,-48.6,0.02,tess,=-tess,False,0.00744
58939.95391845703,,-9.270398741794326,-48.6,0.02,tess,=-tess,False,0.00744
58939.97473144531,17.111024786831287,0.7203053905764258,-48.6,0.02,tess,=-tess,False,0.00744
58939.995544433594,16.604916513699152,0.331234596434981,-48.6,0.02,tess,=-tess,False,0.00744
58940.01641845703,16.444759205215423,0.5496525352428728,-48.6,0.02,tess,=-tess,False,0.00744
58940.03723144531,16.423368924074452,0.3266182974308486,-48.6,0.02,tess,=-tess,False,0.00744
58940.058044433594,16.40934157261028,0.3821452573834355,-48.6,0.02,tess,=-tess,False,0.00744
58940.07891845703,16.36681750462172,0.31727515659915523,-48.6,0.02,tess,=-tess,False,0.00744
58940.09973144531,16.287468401160886,0.3193731873504887,-48.6,0.02,tess,=-tess,False,0.00744
58940.120544433594,16.231737904114176,0.25477575628130766,-48.6,0.02,tess,=-tess,False,0.00744
58940.14141845703,16.16768491244777,0.2197395206294997,-48.6,0.02,tess,=-tess,False,0.00744
58940.16223144531,16.13721971646665,0.22677707683096102,-48.6,0.02,tess,=-tess,False,0.00744
58940.183044433594,16.226029119653944,0.2608266032405747,-48.6,0.02,tess,=-tess,False,0.00744
58940.20391845703,16.097038939957034,0.24042832061017735,-48.6,0.02,tess,=-tess,False,0.00744
58940.22473144531,16.12656053524494,0.22052675732321556,-48.6,0.02,tess,=-tess,False,0.00744
58940.245544433594,16.140783442851216,0.2245558439658158,-48.6,0.02,tess,=-tess,False,0.00744
58940.26641845703,16.117051619013626,0.1966770261086455,-48.6,0.02,tess,=-tess,False,0.00744
58940.28723144531,16.177498993436426,0.19435230633982276,-48.6,0.02,tess,=-tess,False,0.00744
58940.308044433594,16.176848083348503,0.2456333377806577,-48.6,0.02,tess,=-tess,False,0.00744
58940.32891845703,16.27452803719174,0.2957635469898088,-48.6,0.02,tess,=-tess,False,0.00744
58940.34973144531,16.338725189021574,0.348850944527227,-48.6,0.02,tess,=-tess,False,0.00744
58941.370544433594,15.845349710977054,0.18417587748565012,-48.6,0.02,tess,=-tess,False,0.00744
58941.391357421875,15.825828760610303,0.20368989662438705,-48.6,0.02,tess,=-tess,False,0.00744
58941.412170410156,15.861957926474883,0.40738107332608386,-48.6,0.02,tess,=-tess,False,0.00744
58941.433044433594,15.772037824066784,0.23024836908903992,-48.6,0.02,tess,=-tess,False,0.00744
58941.453857421875,15.68309207649817,0.18431110355677027,-48.6,0.02,tess,=-tess,False,0.00744
58941.474670410156,15.708763785554755,0.2097106964559019,-48.6,0.02,tess,=-tess,False,0.00744
58941.495544433594,15.739160874863016,0.2253383087052595,-48.6,0.02,tess,=-tess,False,0.00744
58941.516357421875,15.689545017130648,0.2106126172642155,-48.6,0.02,tess,=-tess,False,0.00744
58941.537170410156,15.64389081923826,0.24461759978303654,-48.6,0.02,tess,=-tess,False,0.00744
58941.558044433594,15.69102647153349,0.30217275198203997,-48.6,0.02,tess,=-tess,False,0.00744
58941.578857421875,15.569521335977809,0.26189584572485713,-48.6,0.02,tess,=-tess,False,0.00744
58941.599670410156,15.602722467289187,0.33372266097258424,-48.6,0.02,tess,=-tess,False,0.00744
58941.620544433594,15.570524209921096,0.3167258466221008,-48.6,0.02,tess,=-tess,False,0.00744
58941.641357421875,15.664359774426718,0.3707733319602718,-48.6,0.02,tess,=-tess,False,0.00744
58941.662170410156,15.580233844054623,0.35875877452627436,-48.6,0.02,tess,=-tess,False,0.00744
58941.683044433594,15.599532776964164,0.3803140451044922,-48.6,0.02,tess,=-tess,False,0.00744
58942.724670410156,15.44604104563259,0.29629140008124816,-48.6,0.02,tess,=-tess,False,0.00744
58942.745544433594,15.47807228975371,0.24745747048491568,-48.6,0.02,tess,=-tess,False,0.00744
58942.766357421875,15.509793857306306,0.3129036077149748,-48.6,0.02,tess,=-tess,False,0.00744
58942.787170410156,15.457539264381989,0.2987449653144206,-48.6,0.02,tess,=-tess,False,0.00744
58942.808044433594,15.498618008964499,0.3198959227100728,-48.6,0.02,tess,=-tess,False,0.00744
58942.828857421875,15.525874428878337,0.296351888171582,-48.6,0.02,tess,=-tess,False,0.00744
58942.849670410156,15.548435421054503,0.28201453650404706,-48.6,0.02,tess,=-tess,False,0.00744
58942.870544433594,15.578426203118473,0.28508872353857534,-48.6,0.02,tess,=-tess,False,0.00744
58942.891357421875,15.569868711447667,0.3008994422197645,-48.6,0.02,tess,=-tess,False,0.00744
58942.912170410156,15.56700380058701,0.28545265289099814,-48.6,0.02,tess,=-tess,False,0.00744
58942.933044433594,15.603748588022132,0.29402326067846785,-48.6,0.02,tess,=-tess,False,0.00744
58942.953857421875,15.524809309073422,0.2754152446531574,-48.6,0.02,tess,=-tess,False,0.00744
58942.974670410156,15.501816393536023,0.2934314081140965,-48.6,0.02,tess,=-tess,False,0.00744
58942.995544433594,15.571187341676795,0.3069287083391824,-48.6,0.02,tess,=-tess,False,0.00744
58943.016357421875,15.577124869568117,0.324245981749215,-48.6,0.02,tess,=-tess,False,0.00744
58943.037170410156,15.50347511105961,0.28893236535701694,-48.6,0.02,tess,=-tess,False,0.00744
58943.058044433594,15.541815509286753,0.2883654174343485,-48.6,0.02,tess,=-tess,False,0.00744
58943.078857421875,15.503832166451577,0.2708198912843069,-48.6,0.02,tess,=-tess,False,0.00744
58943.099670410156,15.484966116822218,0.2589553721231589,-48.6,0.02,tess,=-tess,False,0.00744
58943.120544433594,15.513170565888283,0.2658530489442736,-48.6,0.02,tess,=-tess,False,0.00744
58943.141357421875,15.536235838334754,0.27458008361480946,-48.6,0.02,tess,=-tess,False,0.00744
58943.162170410156,15.50834788199207,0.2555060567005232,-48.6,0.02,tess,=-tess,False,0.00744
58943.183044433594,15.496144745807765,0.3002900625280372,-48.6,0.02,tess,=-tess,False,0.00744
58943.203857421875,15.331597455878082,0.3557202544641438,-48.6,0.02,tess,=-tess,False,0.00744
58943.224670410156,15.147271098786577,0.3578880076478045,-48.6,0.02,tess,=-tess,False,0.00744
58943.287170410156,15.395525605582892,0.3028015361007256,-48.6,0.02,tess,=-tess,False,0.00744
58943.308044433594,15.505063753657039,0.28694871283536566,-48.6,0.02,tess,=-tess,False,0.00744
58943.328857421875,15.479010746331761,0.28657580647529146,-48.6,0.02,tess,=-tess,False,0.00744
58943.349670410156,15.435696099252374,0.30350245080177307,-48.6,0.02,tess,=-tess,False,0.00744
58943.370544433594,15.433165838099452,0.32828155750367566,-48.6,0.02,tess,=-tess,False,0.00744
58943.391357421875,15.425082129898236,0.3772787166006168,-48.6,0.02,tess,=-tess,False,0.00744
