#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy
02a58911o0369o,189.13861,11.23168,>20.42,0.0,3.0,o,22.164,58911.4110836,7657.68,9457.47,172.0,179.6,8.0,12.5,179.2,-93.9,702.2,2.47,2.2,1.82,1.0,3.0,-0.4527,8.01572485025,12.5245700785
02a58911o0413o,189.13861,11.23168,>20.44,0.0,3.0,o,22.17,58911.4338693,7680.58,9496.82,152.0,181.1,-44.5,12.8,176.9,-2394.3,622.9,2.11,2.17,1.77,1.0,3.0,-0.4587,-42.7712316493,12.3027362946
02a58911o0427o,189.13861,11.23168,19.74,0.27,3.6,o,22.169,58911.4415169,7622.35,9417.72,226.0,180.7,47.9,13.3,167.5,-4091.4,627.6,2.22,2.15,1.78,1.0,3.0,-0.4637,46.1267356368,12.8076322332
02a58911o0446o,189.13861,11.23168,>20.48,0.0,3.0,o,22.175,58911.4514964,7594.55,9541.96,138.0,181.8,-22.6,12.0,183.5,-904.8,773.4,2.01,2.27,1.75,1.0,3.0,-0.4547,-22.2808159055,11.8305217198
01a58912o0441o,189.13861,11.23168,>20.52,0.0,3.0,o,22.133,58912.5250345,7179.89,1496.08,179.0,180.2,11.3,11.9,179.4,-226.9,570.4,2.52,2.0,1.86,1.0,3.0,-0.4217,10.519137419,11.077675689
01a58912o0448o,189.13861,11.23168,19.67,0.27,3.61,o,21.899,58912.5282587,7200.11,1535.31,218.0,181.0,39.7,11.0,170.8,-2756.8,641.2,2.52,2.08,1.93,1.0,3.0,-0.4157,49.2005430164,13.6323922716
01a58912o0461o,189.13861,11.23168,>20.56,0.0,3.0,o,22.121,58912.5344177,7142.86,1456.97,191.0,181.8,0.4,13.2,179.8,-2398.8,575.8,2.9,1.85,1.73,1.0,3.0,-0.4257,0.325114671296,10.7287841528
01a58912o0487o,189.13861,11.23168,>20.7,0.0,3.0,o,22.219,58912.547145,7124.43,1574.91,141.0,181.2,-34.9,11.6,180.3,-888.8,653.5,2.98,1.96,1.79,1.0,3.0,-0.4197,-28.2548674702,9.39130265487
01a58913o0409o,189.13861,11.23168,>20.42,0.0,3.0,o,22.287,58913.4330546,3352.12,9052.31,168.0,182.7,-0.1,17.0,178.1,-906.7,745.9,3.17,1.88,1.74,1.0,3.0,-0.4147,-0.070577430467,11.9981631794
01a58913o0416o,189.13861,11.23168,>20.4,0.0,3.0,o,22.286,58913.4366512,3332.35,9012.78,157.0,182.9,-6.3,17.5,176.7,-3119.4,814.3,2.17,1.87,1.73,1.0,3.0,-0.4167,-4.40947621567,12.2485450435
01a58913o0427o,189.13861,11.23168,>20.43,0.0,3.0,o,22.287,58913.4428326,3391.12,9091.53,131.0,183.0,-0.1,15.6,173.6,-1604.0,811.4,2.11,1.95,1.81,1.0,3.0,-0.4077,-0.0756609746538,11.803112046
01a58913o0459o,189.13861,11.23168,>19.9427328985,0.0,1.61,o,22.292,58913.4591408,3412.22,8974.92,180.0,182.5,29.1,18.1,179.4,-953.3,804.6,2.08,1.88,1.76,1.0,3.0,-0.4097,20.583643494,12.8028847849
01a58920o0573o,189.13861,11.23168,>18.16,0.0,3.0,o,21.784,58920.5569975,8932.82,7680.2,324.0,399.5,-0.4,67.6,414.7,2880.3,3592.5,0.93,2.19,1.91,1.0,3.0,-0.4007,-0.566364754233,95.7156434654
01a58920o0580o,189.13861,11.23168,>17.92,0.0,3.0,o,21.64,58920.5602337,8953.42,7719.43,399.0,487.4,-25.5,77.1,516.2,8588.7,4586.1,1.26,2.13,1.88,1.0,3.0,-0.4127,-39.9058327844,120.656459124
01a58920o0603o,189.13861,11.23168,>17.5701571934,0.0,1.26,o,21.613,58920.572046,8889.45,7644.06,404.0,279.8,91.9,72.8,317.9,27501.2,3941.2,1.23,2.09,1.86,1.0,3.0,-0.4137,143.26281716,113.487846456
01a58921o0286o,189.13861,11.23168,>16.33,0.0,3.0,o,20.021,58921.5447812,8929.26,7678.22,258.0,232.8,3.3,50.3,227.0,-6058.8,3292.6,1.08,2.83,2.1,1.0,3.0,-0.4187,34.2356371975,521.834106375
01a58921o0294o,189.13861,11.23168,>16.21,0.0,3.0,o,20.011,58921.5486251,8949.6,7716.77,121.0,235.2,19.5,47.9,222.4,-7807.5,3838.8,1.28,3.11,2.23,1.0,3.0,-0.4277,240.247351521,590.14605835
01a58921o0305o,189.13861,11.23168,>17.29,0.0,3.0,o,20.765,58921.5539333,8890.99,7639.94,328.0,236.4,-43.4,52.4,249.8,7765.9,3358.3,1.02,2.37,1.98,1.0,3.0,-0.4067,-177.199303724,213.945703114
01a58921o0328o,189.13861,11.23168,>16.5,0.0,3.0,o,20.26,58921.5649042,8871.65,7757.82,413.0,262.9,17.9,56.3,260.1,-1090.4,3307.7,1.16,2.81,2.01,1.0,3.0,-0.4177,141.486223135,445.009740921
01a58925o0094o,189.13861,11.23168,>18.7902850706,0.0,2.23,o,20.595,58925.4766047,8917.39,7680.23,210.0,179.3,25.7,11.5,176.0,-1273.3,600.9,1.92,1.91,1.61,1.0,3.0,-0.4347,82.5184595309,36.9246025138
01a58925o0117o,189.13861,11.23168,>19.81,0.0,3.0,o,21.227,58925.4885726,8940.48,7717.54,182.0,180.3,7.1,12.0,180.7,-146.7,523.3,2.2,1.87,1.65,1.0,3.0,-0.4387,12.8275183546,21.680312712
01a58925o0139o,189.13861,11.23168,>19.73,0.0,3.0,o,21.51,58925.4998053,8884.95,7640.74,177.0,180.3,4.9,12.9,176.4,-2945.6,670.4,1.26,2.08,1.92,1.0,3.0,-0.4117,8.61230474723,22.673210457
01a58925o0147o,189.13861,11.23168,>20.17,0.0,3.0,o,21.829,58925.5036116,8866.41,7756.51,120.0,178.1,-28.5,11.0,174.0,-1791.5,602.7,1.47,2.11,1.98,1.0,3.0,-0.4157,-39.2058840209,15.132095587
02a58931o0640c,189.13861,11.23168,>20.57,0.0,3.0,c,22.217,58931.5459685,3737.22,6630.63,172.0,182.5,-4.3,7.0,184.6,782.7,437.3,2.5,2.7,2.42,1.0,3.0,-0.4007,-6.38272790649,10.3904872896
02a58931o0648c,189.13861,11.23168,>20.39,0.0,3.0,c,22.214,58931.549962,3718.68,6591.79,178.0,181.7,0.5,6.9,185.5,2041.2,553.7,2.09,2.99,2.6,1.0,3.0,-0.3917,0.878159261377,12.118597807
02a58931o0667c,189.13861,11.23168,>20.44,0.0,3.0,c,22.207,58931.5599956,3775.14,6668.28,160.0,182.7,-7.1,6.8,183.3,572.1,575.8,2.16,2.87,2.62,1.0,3.0,-0.3897,-12.1171443622,11.6051523469
02a58931o0691c,189.13861,11.23168,>20.5,0.0,3.0,c,22.195,58931.5720711,3804.28,6549.93,141.0,181.3,-28.5,6.1,180.1,-566.0,505.1,2.52,2.92,2.68,1.0,3.0,-0.3837,-50.900406507,10.8944729717
01a58933o0647o,189.13861,11.23168,19.57,0.24,4.04,o,22.235,58933.5382119,3758.91,9663.33,238.0,182.1,46.0,11.4,177.5,299.7,796.4,1.98,2.36,2.22,1.0,3.0,-0.4037,53.9984824018,13.3822325952
01a58933o0660o,189.13861,11.23168,>20.31,0.0,3.0,o,22.234,58933.5450323,3778.99,9702.95,181.0,179.5,-25.3,12.1,174.9,-380.0,649.1,1.56,2.28,2.13,1.0,3.0,-0.4047,-27.5799653932,13.1904182315
01a58933o0667o,189.13861,11.23168,>20.37,0.0,3.0,o,22.231,58933.5489174,3719.79,9624.68,205.0,180.1,10.7,10.8,180.4,1200.0,648.5,2.75,2.34,2.19,1.0,3.0,-0.4007,12.2970940675,12.4120201803
01a58933o0690o,189.13861,11.23168,>19.9251847348,0.0,2.53,o,22.229,58933.5612939,3702.27,9743.41,241.0,177.4,29.1,11.5,177.6,2.8,728.7,2.2,2.31,2.17,1.0,3.0,-0.3997,32.7433754546,12.9398219151
01a58937o0471o,189.13861,11.23168,>19.5,0.0,3.0,o,21.35,58937.5147856,1004.05,9805.86,219.0,182.9,9.4,15.3,175.9,-3776.2,784.5,1.19,2.15,1.67,1.0,3.0,-0.4077,17.149107784,27.9129094782
01a58937o0477o,189.13861,11.23168,19.16,0.31,3.07,o,21.34,58937.5178568,1028.65,9856.35,210.0,183.9,41.5,13.5,188.7,3800.4,727.5,1.35,2.2,1.68,1.0,3.0,-0.4087,78.7297377025,25.6108785297
01a58937o0497o,189.13861,11.23168,>19.9913719793,0.0,1.21,o,22.234,58937.5281855,977.94,9817.19,180.0,179.2,17.5,14.5,171.4,-3842.0,968.9,1.91,2.16,1.72,1.0,3.0,-0.4187,14.7835587668,12.2492344068
01a58937o0513o,189.13861,11.23168,>20.44,0.0,3.0,o,22.23,58937.5362623,963.46,9965.18,138.0,181.0,0.7,14.0,176.1,-1516.1,767.9,2.42,2.07,1.79,1.0,3.0,-0.4017,0.582747154705,11.6549430941
01a58941o0327o,189.13861,11.23168,15.85,0.02,65.76,o,21.638,58941.3910571,8791.87,799.52,1467.0,184.7,1538.9,23.4,189.4,9678.6,798.8,3.25,1.76,1.54,1.0,3.0,-0.4337,1664.95512876,25.316752234
01a58941o0348o,189.13861,11.23168,15.9,0.02,61.47,o,21.58,58941.4019861,8770.89,757.55,1405.0,182.4,1462.9,23.8,189.2,9257.4,667.2,2.99,1.6,1.6,1.0,3.0,-0.4387,1584.2121892,25.7736346319
01a58941o0354o,189.13861,11.23168,15.85,0.02,58.03,o,21.522,58941.4049727,8829.36,837.01,1179.0,181.9,1317.3,22.7,182.4,5538.1,628.6,3.03,1.79,1.58,1.0,3.0,-0.4347,1656.35550343,28.5426781507
01a58941o0365o,189.13861,11.23168,15.84,0.02,52.22,o,21.31,58941.4103987,8849.5,719.36,1458.0,183.4,1148.8,22.0,173.4,4552.9,735.9,4.0,1.76,1.54,1.0,3.0,-0.4277,1672.00110772,32.0195198206
02a58943o0089o,189.1386,11.23167,15.69,0.01,72.81,o,22.171,58943.4406892,803.78,7592.92,1419.0,184.2,1652.8,22.7,189.1,12249.8,1218.5,5.71,2.44,1.92,1.0,3.0,-0.4507,1921.63147914,26.3922038822
02a58943o0114o,189.1386,11.23167,15.65,0.01,74.63,o,22.17,58943.4548929,9750.26,2928.21,1794.0,178.6,1709.0,22.9,173.3,9557.9,1193.6,2.46,2.37,2.01,1.0,3.0,-0.4387,2000.07007243,26.8002367809
02a58943o0122o,189.1386,11.23167,15.68,0.01,74.93,o,22.169,58943.4587411,9813.58,3011.83,1546.0,179.3,1648.4,22.0,184.8,11508.7,1012.1,3.51,2.52,1.86,1.0,3.0,-0.4577,1933.45841708,25.8044680756
02a58943o0133o,189.1386,11.23167,15.69,0.02,70.24,o,22.165,58943.4639673,9834.77,2895.52,1559.0,180.0,1538.3,21.9,178.7,8285.3,1126.6,2.05,2.64,1.92,1.0,3.0,-0.4407,1927.99072761,27.4478300297
01a58948o0457o,189.138593333,11.2316658333,15.49,0.02,66.89,o,22.236,58948.4549867,688.29,5690.18,2645.0,180.0,2669.1,39.9,189.9,17529.0,1827.7,1.4,2.03,1.89,1.0,3.0,-0.4147,2315.69539843,34.6170043825
01a58948o0484o,189.138593333,11.2316658333,15.36,0.02,68.73,o,22.234,58948.4683561,710.09,5729.26,2271.0,170.4,2288.8,33.3,182.0,31156.3,1948.2,1.35,2.55,2.1,1.0,3.0,-0.3487,2612.91971209,38.0156529241
01a58948o0505o,189.138593333,11.2316658333,15.4,0.02,63.72,o,22.233,58948.479574,652.41,5650.62,2178.0,174.0,2109.1,33.1,165.0,17704.8,2085.0,1.4,2.61,2.14,1.0,3.0,-0.3457,2506.74523257,39.3406036689
01a58948o0526o,189.138593333,11.2316658333,15.48,0.02,57.35,o,22.228,58948.4902243,635.17,5766.45,2238.0,177.3,2190.6,38.2,172.7,16468.1,1861.8,1.2,2.3,2.08,1.0,3.0,-0.3887,2330.84288259,40.6455756939
01a58949o0488o,189.138594211,11.2316563158,15.46,0.01,90.0,o,22.234,58949.4455777,690.59,5690.22,2702.0,173.9,2655.1,29.5,167.9,13767.5,1317.1,2.09,2.1,1.9,1.0,3.0,-0.3997,2367.07775277,26.2998733406
01a58949o0495o,189.138594211,11.2316563158,15.44,0.01,90.42,o,22.235,58949.4488058,710.75,5729.05,2495.0,175.9,2640.3,29.2,179.1,16836.7,1276.4,1.76,2.14,1.91,1.0,3.0,-0.4037,2418.01595173,26.7416830627
01a58949o0510o,189.138594211,11.2316563158,15.44,0.01,89.16,o,22.233,58949.4557952,652.65,5650.65,3063.0,171.3,2906.7,32.6,173.4,18152.3,1351.4,1.76,1.99,1.86,1.0,3.0,-0.4047,2417.26896668,27.1108020483
01a58949o0531o,189.138594211,11.2316563158,15.44,0.01,87.49,o,22.231,58949.4658045,633.9,5766.16,2294.0,173.6,2546.0,29.1,161.7,14602.0,1392.4,2.14,2.1,2.0,1.0,3.0,-0.4077,2413.60632351,27.5867808383
02a58950o0121o,189.138594211,11.2316563158,15.46,0.01,80.97,o,22.097,58950.4541394,1385.24,9178.13,1921.0,182.0,1878.4,23.2,193.3,19853.6,1025.0,6.75,2.43,1.99,1.0,3.0,-0.4337,2375.77974213,29.343105844
02a58950o0128o,189.138594211,11.2316563158,15.49,0.04,29.77,o,21.755,58950.4573872,1365.39,9139.33,1328.0,204.1,1256.2,42.2,212.7,14601.4,2533.7,1.54,2.5,2.07,1.0,3.0,-0.4217,2304.2409395,77.4072342358
02a58950o0141o,189.138594211,11.2316563158,15.62,0.12,8.58,o,21.02,58950.4633884,1422.97,9216.98,585.0,196.1,544.2,63.4,197.7,915.6,4725.5,1.2,2.5,2.15,1.0,3.0,-0.4247,2045.95346409,238.356210259
