pl_name,default_flag,disc_facility,tran_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratror,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-172 b,0,K2,1,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.317001000000001,,1.8,0.161,,,,,,,,,,,,0.0,0.0364,3.9,0.01714,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5449.0,0.86,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819,13.190999999999999,12.5,11.097999999999999,10.76,10.661,,,,,12.2809,2015-12-05,2016-01,2015-12-05
K2-172 c,0,4.56,1,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,29.626402000000002,,3.41,0.304,,,,,,,,,,,,0.25,0.131,4.92,0.03282,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5449.0,0.86,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819,13.190999999999999,12.5,11.097999999999999,10.76,10.661,,,,,12.2809,2015-12-05,2016-01,2015-12-05
K2-173 b,0,K2,1,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,5.86639571,,,,,,,,,,,,,,,,0.02,2.825,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5573.35,1.0,0.98,-0.5329999999999999,[M/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h01m30.06s,60.3752402,+15d37m30.47s,15.625129600000001,13.262,12.523,10.777999999999999,10.386,10.299000000000001,15.4793,12.9942,12.2159,11.9728,12.1848,2016-12-21,2016-10,2016-12-21
K2-176 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.32944,,1.55,,,,,,,,,,,,,,0.026000000000000002,2.76,0.0156,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.91,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m04.60s,58.269179599999994,+17d54m25.01s,17.9069486,13.759,12.909,11.225999999999999,10.807,10.725999999999999,,,,,12.6504,2019-09-05,2019-09,2019-09-05
K2-178 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.74809,,3.83,,,,,,,,,,,,,,0.1449,3.4272,0.03745,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.94,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,13.276,12.382,10.786,10.425999999999998,10.292,,,,,12.1562,2019-09-05,2019-09,2019-09-05
K2-179 b,0.0304,K2,1,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,5.17110937,,,,,,,,,,,,,,,,0.121,2.47,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5071.98,0.71,0.85,0.19899999999999998,[M/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h55m11.23s,58.796787800000004,+23d45m24.31s,23.756752399999996,14.01,12.939,11.138,10.633,10.555,,,,,12.690999999999999,2016-12-21,2016-10,2016-12-21
K2-18 b,0,K2,1,<a refstr=BENNEKE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...834..187B/abstract target=ref>Benneke et al. 2017</a>,4.86,0.1429,2.279,0.203,,,,,,,,0.0,1.05,,89.579,0.601,,2.6630000000000003,0.05295,<a refstr=BENNEKE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...834..187B/abstract target=ref>Benneke et al. 2017</a>,M2.5 V,3457.0,0.41,0.36,0.12300000000000001,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.560141,+07d35m16.19s,7.5878315,14.991,13.477,9.763,9.135,8.899,16.7222,15.1354,13.0855,11.8579,12.4154,2019-03-18 14:53:45,2017-01,2016-11-03
K2-180 b,0,0.39,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,8.866,,,,,,,,,,,,,,,0.0,0.1028,2.67888,0.032060000000000005,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5368.0,0.7,0.93,,,4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.46435790000001,+10d14m47.68s,10.246577,13.334000000000001,12.557,11.145999999999999,10.747,10.677,15.2991,15.3888,14.9587,14.5213,12.4039,2016-07-18,2016-10,2016-07-18
K2-181 b,0,K2,0.25,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.893,,,,,,,,,,,,,,,0.0,0.0585,2.46792,0.02419,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5573.0,1.06,0.98,,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.55411029999999,+10d54m36.52s,10.9101444,13.502,12.669,11.437999999999999,11.082,11.026,15.2847,15.244000000000002,12.6189,12.4471,12.5618,2016-07-18,2016-10,2016-07-18
K2-182 b,0,K2,0.26,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,4.737,,,,,,,,,,,,,,,0.042,0.0977,2.41008,0.03126,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5180.6,0.79,0.88,0.155,[M/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,12.868,11.833,10.408,9.994,9.913,15.247,12.5567,11.7948,11.5542,11.7202,2016-07-18,2016-10,2016-07-18
K2-183 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.469287,,1.46,,,,,,,,,,,,,,0.021519999999999997,1.5408,0.013590000000000001,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.98,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m01.72s,125.007177,+14d01m10.05s,14.019458600000002,13.632,12.867,11.485,11.152000000000001,11.020999999999999,15.455,13.3815,12.7163,12.5605,12.6702,2019-09-05,2019-09,2019-09-05
K2-183 c,0,K2,0.24,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,10.792,,,,,,,,,,,,,,,0.151,0.0523,3.5810400000000002,0.02286,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5436.47,0.97,0.95,0.064,[M/H],4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m01.72s,125.007177,+14d01m10.05s,14.019458600000002,13.632,12.867,11.485,11.152000000000001,11.020999999999999,15.455,13.3815,12.7163,12.5605,12.6702,2016-07-18,2016-10,2016-07-18
K2-183 d,0.0947,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,22.634594,,17.4,1.55,,,,,,,,,,,,1.14,,4.14,0.1729,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m01.72s,125.007177,+14d01m10.05s,14.019458600000002,13.632,12.867,11.485,11.152000000000001,11.020999999999999,15.455,13.3815,12.7163,12.5605,12.6702,2017-12-14,2018-01,2017-12-14
K2-184 b,0,K2,0.14,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,16.994,,,,,,,,,,,,,,,0.0,0.0315,2.28504,0.01775,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5237.31,0.77,0.89,-0.021,[M/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m33.73s,129.1405227,+14d27m42.78s,14.461882600000001,11.225999999999999,10.345,8.92,8.513,8.38,,,,,10.13,2016-07-18,2016-10,2016-07-18
K2-185 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.6161,,1.19,,,,,,,,,,,,,,0.0162,2.544,0.0122,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.89,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,12.878,12.235,11.065999999999999,10.749,10.68,15.0393,12.6014,12.1465,12.0216,12.0636,2019-09-05,2019-09,2019-09-05
K2-187 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.773987,,1.5,,,,,,,,,,,,,,0.0237,1.5792,0.01499,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.192470899999996,13.985999999999999,13.102,11.687000000000001,11.289000000000001,11.196,15.6548,13.5671,12.9476,12.7502,12.8673,2019-09-05,2019-09,2019-09-05
K2-187 c,0.039,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2.871348,,1.8,0.16,,,,,,,,,,,,0.52,,2.1888,0.0176,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.192470899999996,13.985999999999999,13.102,11.687000000000001,11.289000000000001,11.196,15.6548,13.5671,12.9476,12.7502,12.8673,2017-12-14,2018-01,2017-12-14
K2-187 d,0,K2,0.3,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.15,,,,,,,,,,,,,,,0.03,0.1068,2.8029599999999997,0.03268,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.67,0.92,0.93,0.266,[M/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.192470899999996,13.985999999999999,13.102,11.687000000000001,11.289000000000001,11.196,15.6548,13.5671,12.9476,12.7502,12.8673,2016-07-18,2016-10,2016-07-18
K2-187 e,0.0748,K2,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,13.608510999999998,,2.5,0.22,,,,,,,,,,,,0.49,,4.0296,0.0243,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.192470899999996,13.985999999999999,13.102,11.687000000000001,11.289000000000001,11.196,15.6548,13.5671,12.9476,12.7502,12.8673,2017-12-14,2018-01,2017-12-14
K2-188 c,0,K2,0.26,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.809,,,,,,,,,,,,,,,0.204,0.042,3.4029599999999998,0.0205,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5906.9,1.22,1.07,-0.063,[M/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,13.219000000000001,12.657,11.502,11.245999999999999,11.149000000000001,15.4736,12.952,12.5372,12.4405,12.4903,2016-07-18,2016-10,2016-07-18
K2-189 b,0,K2,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.58819,,1.587,,,,,,,,,,,,,,0.03,2.22,0.0165,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.88,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,13.015999999999998,12.398,11.038,10.700999999999999,10.589,,,,,12.2538,2019-09-05,2019-09,2019-09-05
K2-189 c,0,K2,0.23,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.678999999999999,,,,,,,,,,,,,,,0.12300000000000001,0.0655,2.42712,0.02559,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5468.0,0.87,0.96,,,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,13.015999999999998,12.398,11.038,10.700999999999999,10.589,,,,,12.2538,2016-07-18,2016-10,2016-07-18
K2-19 b,1,K2,1,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,7.9194,0.665,7.74,0.691,,,,,,,,,125.9,854.0,89.47,0.17,,3.502,0.0754,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5430.0,0.86,0.93,0.1,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,13.798,13.024000000000001,11.595999999999998,11.208,11.161,15.8639,13.8193,12.8409,12.7544,12.8153,2016-07-06 11:35:36,2016-08,2016-07-07
K2-19 c,1,K2,1,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,0.23399999999999999,0.0971,4.86,0.434,,,,,,,,,73.1,745.0,87.99,0.63,,4.371,0.04727,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5430.0,0.86,0.93,0.1,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,13.798,13.024000000000001,11.595999999999998,11.208,11.161,15.8639,13.8193,12.8409,12.7544,12.8153,2016-07-06 11:35:37,2016-08,2016-07-07
K2-19 d,1,K2,0.019,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2.5085599999999997,0.0344,1.14,0.102,,,,,,,,,583.5,1252.0,85.83,0.59,,2.17,0.011090000000000001,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5430.0,0.86,0.93,0.1,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,13.798,13.024000000000001,11.595999999999998,11.208,11.161,15.8639,13.8193,12.8409,12.7544,12.8153,2016-07-06 11:35:37,2016-08,2016-07-07
K2-190 b,0.91,K2,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,10.099,,,,,,,,,,,,,,,0.141,0.0179,3.70992,0.013380000000000001,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5605.6,0.98,0.99,-0.74,[M/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m27.13s,205.36304850000002,-13d09m39.13s,-13.160868599999999,11.777999999999999,11.138,9.834,9.447000000000001,9.41,,,,,10.9586,2016-07-18,2016-10,2016-07-18
K2-191 b,0,1.63,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.858,,,,,,,,,,,,,,,0.188,0.0275,2.04312,0.01658,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5012.0,0.89,0.83,,,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h26m33.39s,201.63914069999998,-12d48m24.03s,-12.8066737,14.175999999999998,13.329,11.607999999999999,11.177,11.077,,,,,12.9948,2016-07-18,2016-10,2016-07-18
K2-192 b,1.47,K2,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,4.163,,,,,,,,,,,,,,,0.0,0.0245,1.44096,0.01566,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5163.0,0.83,0.87,,,4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m19.75s,206.5823122,-11d33m22.87s,-11.556352699999998,13.55,12.655999999999999,11.120999999999999,10.715,10.657,,,,,12.45,2016-07-18,2016-10,2016-07-18
K2-193 b,0,0.29,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,14.786,,,,,,,,,,,,,,,0.0,0.1334,4.11696,0.03652,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5576.0,0.98,0.98,,,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h40m56.91s,205.2371043,-11d00m33.60s,-11.0093342,14.037,13.341,11.934000000000001,11.579,11.479000000000001,,,,,13.0947,2016-07-18,2016-10,2016-07-18
K2-195 b,0,0.27,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,15.854000000000001,,,,,,,,,,,,,,,0.11199999999999999,0.0902,4.50192,0.030039999999999997,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5750.93,0.99,1.03,-0.114,[M/H],4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m19.56s,199.83151909999998,-08d30m34.33s,-8.5095364,13.130999999999998,12.524000000000001,11.248,10.904000000000002,10.876,,,,,12.3238,2016-07-18,2016-10,2016-07-18
K2-197 b,0,0.22,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,8.357999999999999,,,,,,,,,,,,,,,0.24100000000000002,0.0515,3.21408,0.0227,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5627.0,0.92,1.0,,,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m34.43s,202.39347790000002,-07d22m26.32s,-7.373977900000001,12.884,12.199000000000002,10.880999999999998,10.558,10.479000000000001,,,,,11.9937,2016-07-18,2016-10,2016-07-18
K2-198 b,4.28,K2,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,17.043,,,,,,,,,,,,,,,0.066,0.1737,2.5809599999999997,0.04167,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5183.84,0.78,0.88,0.094,[M/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649887999999995,11.798,10.970999999999998,9.741,9.312999999999999,9.228,,,,,10.9955,2016-07-18,2016-10,2016-07-18
K2-198 c,0,K2,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.359,,,,,,,,,,,,,,,0.054000000000000006,0.018000000000000002,1.42008,0.0133,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5183.84,0.78,0.88,0.094,[M/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649887999999995,11.798,10.970999999999998,9.741,9.312999999999999,9.228,,,,,10.9955,2016-07-18,2016-10,2016-07-18
K2-198 d,2.82,K2,1,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.45,,,,,,,,,,,,,,,0.003,0.0681,2.61,0.0261,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5183.84,0.78,0.88,0.094,[M/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649887999999995,11.798,10.970999999999998,9.741,9.312999999999999,9.228,,,,,10.9955,2016-07-18,2016-10,2016-07-18
