pl_name,default_flag,disc_facility,tran_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratror,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-1137 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,0.196,0.1847,2.23,,,,,,,,,0.0,217.61,980.0,89.95,0.1687,0.015080000000000001,4.692,0.01143,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,7143.0,1.78,1.47,-0.14,[Fe/H],4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m31.26s,287.13024069999994,+48d39m55.25s,48.665347,13.527999999999999,12.827,11.917,11.763,11.699000000000002,,,,,12.6907,2014-11-18,2014-12-04,2014-11-18
Kepler-1141 b,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.073,0.0345,0.97,,,,,,,,,0.0,1106.25,1471.0,84.08,0.8029999999999999,0.00589,1.4116,0.00784,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5821.0,1.13,0.99,0.04,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m10.48s,290.5436836,+47d43m33.27s,47.725907299999996,13.162,12.402999999999999,11.338,11.040999999999999,10.966,,,,,12.3348,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1163 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,0.092,0.0679,0.88,,,,,,,,,0.0,413.9,1150.0,87.66,0.4711,0.00594,3.47,0.007259999999999999,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6444.0,1.11,1.11,-0.22,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m56.61s,290.235863,+50d01m48.24s,50.0300654,12.655,12.208,11.253,10.982000000000001,10.970999999999998,,,,,12.1183,2014-11-18,2014-12-04,2014-11-18
Kepler-1169 b,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.084,0.0709,0.93,,,,,,,,,0.0,378.84,1125.0,89.16,0.284,0.0059700000000000005,2.314,0.0071200000000000005,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6213.0,1.2,1.27,0.36,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m38.78s,294.9115874,+46d29m29.30s,46.4914718,13.484000000000002,12.707,11.719000000000001,11.456,11.409,,,,,12.6852,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1171 b,0,Kepler,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,1.44259224,0.228,2.73,,,,,,,,,0.0,12557.23,2700.0,88.81,0.0628,0.01745,3.0151,0.01226,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,7216.0,2.04,1.46,-0.36,[Fe/H],3.98,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m50.14s,294.9589285,+38d35m29.75s,38.5915968,11.850999999999999,11.647,10.753,10.587,10.547,,,,,11.4587,2014-11-21,2014-12-18,2014-11-21
Kepler-1185 b,0,Kepler,0.11900000000000001,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,104.35189759999999,0.4425,1.44,,,,,,,,,0.0,4.46,371.0,89.95,0.0482,0.023719999999999998,3.5860000000000003,0.01395,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5754.0,0.94,1.06,0.21,[Fe/H],4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m57.88s,287.2411783,+39d19m57.71s,39.332697700000004,13.793,12.63,11.386,11.039000000000001,10.981,15.337,14.7395,14.44,14.5289,12.5524,2015-08-25,2015-09-24,2015-08-25
Kepler-1209 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,25.369116,0.135,1.48,,,,,,,,,0.0,85.48,775.0,89.95,0.0573,0.01138,4.6339999999999995,0.00981,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6344.0,1.38,1.21,0.02,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m20.38s,287.5849352,+49d09m17.04s,49.1547328,13.493,12.554,11.499,11.274000000000001,11.239,,,,,12.4115,2014-11-18,2014-12-04,2014-11-18
Kepler-1224 b,0,Kepler,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,13.32351601,0.11900000000000001,1.11,,,,,,,,,0.0,124.69,852.0,89.38,0.1698,0.011009999999999999,3.927,0.00968,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6282.0,1.05,1.01,-0.28,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m30.18s,286.6257591,+37d32m14.33s,37.537313,14.257,12.925999999999998,11.890999999999998,11.635,11.588,,,,,12.825,2015-08-25,2015-09-24,2015-08-25
Kepler-1244 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,0.12,0.049,1.15,,,,,,,,,0.0,1682.01,1633.0,89.38,0.1186,0.00583,3.281,0.0070799999999999995,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6728.0,1.48,1.14,-0.44,[Fe/H],4.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m12.30s,282.3012505,+46d30m58.25s,46.5161814,13.492,12.444,11.503,11.350999999999999,11.269,,,,,12.3234,2014-11-18,2014-12-04,2014-11-18
Kepler-1248 b,0,Kepler,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,0.105,0.0779,1.16,,,,,,,,,0.0,298.42,1060.0,85.94,0.7374,0.0076,3.713,0.008620000000000001,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6045.0,1.23,1.13,0.12,[Fe/H],4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m14.21s,288.0592191,+51d21m16.04s,51.354456400000004,13.602,12.9,11.770999999999999,11.534,11.449000000000002,,,,,12.9248,2014-11-21,2014-12-18,2014-11-21
Kepler-126 b,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.136,0.0958,1.34,,,,,,,,,0.0,244.59,1009.0,89.46,0.16,0.01061,4.7356,0.00948,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6214.0,1.3,1.06,-0.16,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m23.37s,289.34736339999995,+44d12m30.40s,44.2084445,10.932,10.505,9.616,9.407,9.344,,,,,10.454,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-127 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,14.43594397,0.1245,0.134,,,,,,,,,0.0,148.23,890.0,89.38,0.4265,0.011290000000000001,3.4619,0.00987,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6106.0,1.36,1.24,0.33,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,12.071,11.745999999999999,10.536,10.3,10.234,,,,,11.4381,2014-11-18,2014-12-04,2014-11-18
Kepler-1276 b,0,Kepler,1,0.106,12.5720095,0.1055,1.09,,,,,,,,,0.0,161.43,909.0,87.66,0.6311,0.00923,4.717,0.00925,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6456.0,1.07,0.99,-0.54,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m25.68s,287.8570173,+40d32m49.89s,40.5471909,13.644,12.992,11.923,11.663,11.639000000000001,,,,,12.8485,2014-11-18,2014-12-04,2014-11-18
Kepler-128 b,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,15.0896415,0.132,1.42,,,,,,,,,0.0,207.64,968.0,89.96,0.02,0.00778,4.3349,0.00807,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6063.0,1.61,1.09,-0.1,[Fe/H],4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.49226219999997,+43d58m48.88s,43.9802442,12.062999999999999,11.693,10.373,10.094,10.109,,,,,11.2886,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-128 c,0,Kepler,1,0.132,22.803025199999997,0.1622,1.29,,,,,,,,,0.0,119.6,843.0,89.53,0.29100000000000004,0.00629,4.768,0.00732,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6063.0,1.61,1.09,-0.1,[Fe/H],4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.49226219999997,+43d58m48.88s,43.9802442,12.062999999999999,11.693,10.373,10.094,10.109,,,,,11.2886,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-130 b,0,Kepler,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,8.45746707,0.0795,0.092,,,,,,,,,0.0,215.58,977.0,89.38,0.1952,0.00834,3.3404,0.00837,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5884.0,1.13,0.93,-0.22,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,12.16,11.572000000000001,10.81,10.529000000000002,10.49,,,,,11.8253,2014-11-21,2014-12-18,2014-11-21
Kepler-130 d,0,Kepler,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,87.5174361,0.146,1.37,,,,,,,,,0.0,9.56,448.0,89.95,0.2642,0.014519999999999998,1.7519999999999998,0.0111,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5884.0,1.13,0.93,-0.22,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,12.16,11.572000000000001,10.81,10.529000000000002,10.49,,,,,11.8253,2015-08-25,2015-09-24,2015-08-25
Kepler-1308 b,0,Kepler,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,0.046,0.0227,0.52,,,,,,,,,0.0,27.95,586.0,89.95,0.0361,0.026139999999999997,1.1028,0.013880000000000002,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3410.0,0.34,0.35,0.0,[Fe/H],4.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m42.90s,285.9287514,+38d31m14.55s,38.5207097,17.202,16.4,11.878,11.24,11.023,18.8119,16.2779,14.8762,13.7591,14.4744,2014-11-21,2014-12-18,2014-11-21
Kepler-131 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,16.09197176,0.19,1.98,,,,,,,,,0.0,56.65,700.0,89.95,0.0097,0.043539999999999995,2.8789999999999996,0.01891,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5791.0,0.96,1.07,0.21,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m07.41s,288.53089239999997,+40d56m32.54s,40.942372999999996,12.217,11.493,10.418,10.127,10.079,,,,,11.4904,2014-11-18,2014-12-04,2014-11-18
Kepler-131 c,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,25.517274399999998,0.1684,0.83,,,,,,,,,0.0,33.91,615.0,89.53,0.322,0.006679999999999999,4.735,0.00747,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5680.0,1.02,0.98,0.12,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m07.41s,288.53089239999997,+40d56m32.54s,40.942372999999996,12.217,11.493,10.418,10.127,10.079,,,,,11.4904,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1312 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,5.44832529,0.187,1.8,,,,,,,,,0.0,171.57,923.0,89.95,0.1007,0.05351,2.2251,0.02109,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5674.0,0.78,0.85,-0.38,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m53.11s,292.97128010000006,+41d02m08.70s,41.0357494,13.29,12.491,11.323,10.947000000000001,10.907,,,,,12.3778,2014-11-18,2014-12-04,2014-11-18
Kepler-1313 b,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.83308764,0.157,2.25,,,,,,,,,0.0,247.8,1012.0,83.58,0.932,0.04614,1.51,0.02485,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5397.0,0.83,0.88,-0.02,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m33.26s,292.388582,+42d13m59.80s,42.233276700000005,12.434000000000001,12.363,10.522,10.13,10.088,,,,,11.7892,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1319 b,0,Kepler,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,2.88676265,0.12,0.67,,,,,,,,,0.0,12.91,483.0,89.95,0.1265,0.06527000000000001,0.885,0.02308,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3400.0,0.27,0.27,-0.16,[Fe/H],5.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m49.55s,290.9564463,+49d22m00.46s,49.3667933,16.697,15.161,11.57,10.927,10.725999999999999,,,,,14.2218,2014-11-21,2014-12-18,2014-11-21
Kepler-1323 b,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.92990617,0.136,1.48,,,,,,,,,0.0,6514.57,2291.0,88.59,0.102,0.01087,1.743,0.009559999999999999,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6039.0,1.41,1.07,-0.04,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.34s,292.8722515,+46d05m55.42s,46.098729,12.695,12.444,11.387,11.147,11.122,,,,,12.344000000000001,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-133 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,8.13000457,0.0791,0.142,,,,,,,,,0.0,312.97,1073.0,88.81,0.5121,0.01489,2.069,0.01142,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5588.0,1.5,1.0,0.12,[Fe/H],4.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m06.69s,297.27789060000003,+48d19m13.28s,48.320354200000004,13.798,12.895999999999999,11.68,11.399000000000001,11.32,,,,,12.8415,2014-11-18,2014-12-04,2014-11-18
Kepler-1339 b,0,Kepler,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,0.063,0.0233,1.08,,,,,,,,,0.0,3537.74,1967.0,89.38,0.059000000000000004,0.0059,1.7009,0.006999999999999999,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5738.0,1.41,0.94,-0.14,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m58.98s,283.7457695,+48d22m24.49s,48.373469,12.939,12.344000000000001,11.026,10.697000000000001,10.627,,,,,12.1235,2015-08-25,2015-09-24,2015-08-25
Kepler-134 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,5.31743542,0.0644,0.156,,,,,,,,,0.0,687.55,1306.0,89.38,0.159,0.028419999999999997,2.8875,0.01542,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6068.0,1.53,1.26,0.22,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m57.39s,284.73911560000005,+49d35m54.40s,49.598444799999996,13.300999999999998,12.318,11.26,10.984000000000002,10.950999999999999,,,,,12.2219,2014-11-18,2014-12-04,2014-11-18
Kepler-134 c,0,Kepler,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,10.10575764,0.0905,0.10400000000000001,,,,,,,,,0.0,149.4,892.0,87.87,0.828,0.01168,2.0138,0.01114,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5923.0,1.05,0.97,-0.14,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m57.39s,284.73911560000005,+49d35m54.40s,49.598444799999996,13.300999999999998,12.318,11.26,10.984000000000002,10.950999999999999,,,,,12.2219,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1349 b,0,Kepler,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,0.062,0.0338,0.69,,,,,,,,,0.0,1875.33,1678.0,89.95,0.0176,0.00257,3.305,0.00464,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5998.0,1.36,1.14,-0.2,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m21.25s,286.33855619999997,+48d44m39.37s,48.744269700000004,12.001,11.209000000000001,10.072000000000001,9.818,9.761000000000001,,,,,11.0821,2015-08-25,2015-09-24,2015-08-25
Kepler-135 b,0,Kepler,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,6.00253594,0.0686,0.17,,,,,,,,,0.0,462.88,1183.0,89.38,0.1062,0.02008,3.9088,0.013040000000000001,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6388.0,1.21,1.19,0.02,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,12.819,12.794,11.722000000000001,11.508,11.456,,,,,12.6789,2014-11-18,2014-12-04,2014-11-18
Kepler-135 c,0,Kepler,1,0.105,11.4485946,0.1054,1.07,,,,,,,,,0.0,196.08,954.0,88.81,0.2881,0.0076,4.9110000000000005,0.00807,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6388.0,1.21,1.19,0.02,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,12.819,12.794,11.722000000000001,11.508,11.456,,,,,12.6789,2014-11-21,2014-12-18,2014-11-21
